L_ORDERKEY,L_PARTKEY,L_SUPPKEY,L_LINENUMBER,L_QUANTITY,L_EXTENDEDPRICE,L_DISCOUNT,L_TAX,L_RETURNFLAG,L_LINESTATUS,L_SHIPDATE,L_COMMITDATE,L_RECEIPTDATE,L_SHIPINSTRUCT,L_SHIPMODE,L_COMMENT
2408419,87182,2199,5,47.00,54951.46,0.09,0.03,N,O,1997-11-17,1998-01-11,1997-11-28,NONE,RAIL,"es boost pendi"
2408419,59684,4695,6,24.00,39448.32,0.00,0.05,N,O,1998-02-15,1998-01-03,1998-02-21,"COLLECT COD",AIR,"osits? carefu"
2408420,113680,8703,1,9.00,15243.12,0.01,0.04,N,O,1995-11-10,1995-12-02,1995-12-07,"COLLECT COD","REG AIR","ly ironic excuses boost furio"
2408420,8544,1045,2,36.00,52291.44,0.06,0.07,N,O,1996-01-23,1995-11-10,1996-02-09,"COLLECT COD","REG AIR"," regular deposits. carefully even fra"
2408421,178002,5554,1,33.00,35640.00,0.04,0.06,R,F,1993-12-12,1993-11-27,1994-01-06,"DELIVER IN PERSON",FOB,"y special deposits. regular instructions a"
2408421,68265,3278,2,41.00,50563.66,0.09,0.02,R,F,1994-01-09,1994-01-10,1994-01-17,"COLLECT COD",AIR,"ickly silent pinto b"
2408421,125172,197,3,9.00,10774.53,0.07,0.05,R,F,1993-12-11,1994-01-08,1993-12-16,"TAKE BACK RETURN",AIR,"symptotes believe quickly furiously iro"
2408422,66124,6125,1,18.00,19622.16,0.04,0.00,A,F,1994-12-30,1994-12-04,1995-01-24,"DELIVER IN PERSON",RAIL,"lar theodolites"
2408422,141428,8971,2,36.00,52899.12,0.08,0.08,A,F,1994-12-01,1994-11-14,1994-12-23,NONE,AIR,"jole carefully bold"
2408423,27916,7917,1,7.00,12907.37,0.04,0.06,A,F,1993-08-31,1993-07-26,1993-09-23,"TAKE BACK RETURN",AIR,"ide of the fluffily ironic theodolit"
2408423,175478,7996,2,16.00,24855.52,0.00,0.06,A,F,1993-09-03,1993-09-21,1993-09-25,NONE,SHIP,"hlessly across the furiously "
2408423,43120,633,3,36.00,38272.32,0.10,0.00,A,F,1993-09-24,1993-09-03,1993-09-27,"TAKE BACK RETURN",FOB,"lithely pinto beans. bold, unusual f"
2408423,114587,9610,4,41.00,65664.78,0.03,0.08,R,F,1993-08-27,1993-08-25,1993-09-03,NONE,FOB,"fully silent packages. deposits"
2408423,62062,9581,5,45.00,46082.70,0.08,0.07,R,F,1993-07-05,1993-08-20,1993-07-18,"COLLECT COD",RAIL," deposits. ruthlessly fi"
2408448,12295,9799,1,1.00,1207.29,0.10,0.00,R,F,1995-02-11,1994-12-18,1995-02-16,"TAKE BACK RETURN",TRUCK,". blithely express sheaves "
2408448,36363,3873,2,31.00,40280.16,0.06,0.00,R,F,1994-12-13,1994-12-07,1994-12-14,NONE,FOB,"lose accounts grow across t"
2408448,142779,7808,3,4.00,7287.08,0.02,0.03,A,F,1994-12-26,1995-01-06,1995-01-03,"TAKE BACK RETURN",MAIL,"ng ideas. ironic, ironic dep"
2408448,83376,5885,4,29.00,39421.73,0.03,0.08,R,F,1995-01-22,1994-12-09,1995-02-09,"TAKE BACK RETURN",SHIP,"never ironic packages cajole regular i"
2408448,84340,1865,5,30.00,39730.20,0.08,0.05,A,F,1995-01-24,1995-01-02,1995-02-11,"DELIVER IN PERSON",AIR,"arefully ironic accounts. quickly re"
2408448,98903,8904,6,1.00,1901.90,0.03,0.08,R,F,1995-01-12,1994-12-25,1995-01-18,"DELIVER IN PERSON","REG AIR","ven requests h"
2408448,46849,4362,7,12.00,21550.08,0.09,0.04,A,F,1995-03-05,1995-01-03,1995-04-01,"DELIVER IN PERSON",TRUCK,"ests. ironic,"
2408449,174898,4899,1,16.00,31566.24,0.00,0.06,N,O,1998-05-09,1998-06-29,1998-06-01,"DELIVER IN PERSON",AIR," haggle slyly express asymptotes. regular"
2408449,97115,7116,2,46.00,51157.06,0.03,0.04,N,O,1998-04-15,1998-05-29,1998-04-19,"DELIVER IN PERSON",FOB,"lms sleep "
2408449,844,8345,3,37.00,64559.08,0.00,0.02,N,O,1998-04-22,1998-06-03,1998-05-13,"DELIVER IN PERSON","REG AIR"," even deposits boost iron"
2408450,10773,3275,1,48.00,80820.96,0.01,0.05,N,O,1998-06-24,1998-07-02,1998-07-24,"TAKE BACK RETURN","REG AIR","ly unusual deposits. platelets boo"
2408450,45887,3400,2,45.00,82479.60,0.04,0.04,N,O,1998-08-06,1998-06-14,1998-08-17,"DELIVER IN PERSON",MAIL,"iously above the deposits"
2408450,13708,6210,3,8.00,12973.60,0.05,0.08,N,O,1998-05-21,1998-07-21,1998-06-17,"TAKE BACK RETURN",TRUCK,"ickly silent pinto beans sleep quic"
2408450,184269,9306,4,11.00,14885.86,0.02,0.04,N,O,1998-07-29,1998-07-05,1998-08-07,"DELIVER IN PERSON",AIR,"onic packages use carefully even deposi"
2408450,198850,8851,5,3.00,5846.55,0.02,0.00,N,O,1998-06-03,1998-07-22,1998-06-20,"DELIVER IN PERSON",AIR,"counts engage carefully bold foxes."
2408450,65872,885,6,24.00,44108.88,0.09,0.06,N,O,1998-08-25,1998-07-05,1998-09-19,"TAKE BACK RETURN",MAIL,"arefully pending theod"
2408451,8461,5962,1,43.00,58886.78,0.05,0.05,A,F,1994-09-09,1994-10-06,1994-10-09,"DELIVER IN PERSON",FOB,"ully final "
2408451,2879,380,2,46.00,81966.02,0.09,0.08,R,F,1994-08-15,1994-09-14,1994-09-12,"TAKE BACK RETURN",FOB,"e blithely ex"
2408451,180294,7849,3,6.00,8245.74,0.01,0.01,R,F,1994-09-29,1994-11-05,1994-10-14,"COLLECT COD",RAIL,"s. bold accounts along the carefully"
2408451,192194,2195,4,43.00,55306.17,0.06,0.00,A,F,1994-10-10,1994-10-03,1994-10-30,"COLLECT COD","REG AIR"," among the blithely express theodolites"
2408451,189272,6827,5,36.00,49005.72,0.10,0.03,R,F,1994-11-17,1994-10-08,1994-12-12,"DELIVER IN PERSON",FOB,"ld excuses. carefully even pinto"
2408451,79922,7444,6,42.00,79880.64,0.05,0.05,R,F,1994-12-08,1994-10-06,1994-12-12,"TAKE BACK RETURN",SHIP,"round the somas na"
2408451,42920,2921,7,33.00,61476.36,0.04,0.04,R,F,1994-11-17,1994-09-26,1994-11-30,"COLLECT COD",TRUCK,"kly along the blithely i"
2408452,146586,9101,1,7.00,11428.06,0.00,0.05,A,F,1992-05-03,1992-03-16,1992-05-11,NONE,"REG AIR","y express requests. reques"
2408452,64005,6512,2,6.00,5814.00,0.01,0.02,R,F,1992-04-21,1992-04-12,1992-05-04,NONE,FOB,"ackages. dogged, final ideas poac"
2408452,128405,3430,3,16.00,22934.40,0.02,0.03,R,F,1992-05-18,1992-05-03,1992-06-08,"TAKE BACK RETURN",TRUCK,"unusual accounts haggle c"
2408453,105345,2876,1,18.00,24306.12,0.05,0.01,N,O,1996-10-01,1996-10-10,1996-10-16,"DELIVER IN PERSON",TRUCK," the express tithes."
2408453,133193,8220,2,22.00,26976.18,0.04,0.06,N,O,1996-10-30,1996-09-18,1996-11-18,"COLLECT COD",SHIP,"uickly final accounts according to the "
2408454,86933,4458,1,40.00,76797.20,0.02,0.02,N,O,1997-08-28,1997-08-05,1997-09-25,NONE,FOB,"carefully across the requests. care"
2408454,67759,5278,2,3.00,5180.25,0.08,0.05,N,O,1997-08-19,1997-08-22,1997-09-12,"TAKE BACK RETURN",TRUCK,"fily; blithe"
2408454,11027,8531,3,31.00,29078.62,0.07,0.01,N,O,1997-07-09,1997-07-14,1997-08-05,NONE,FOB,"le furiously pinto beans. enticing idea"
2408454,115669,8181,4,17.00,28639.22,0.04,0.07,N,O,1997-08-31,1997-08-18,1997-09-08,"TAKE BACK RETURN",TRUCK,"ts lose carefully even accounts. fur"
2408455,77877,7878,1,39.00,72339.93,0.07,0.01,A,F,1993-08-19,1993-08-23,1993-09-04,"TAKE BACK RETURN","REG AIR","beans wake?"
2408480,145766,3309,1,48.00,86964.48,0.02,0.05,N,O,1998-11-05,1998-10-08,1998-11-27,"COLLECT COD",FOB,"ng to the slyly special accounts. even pear"
2408480,88620,1129,2,29.00,46649.98,0.00,0.02,N,O,1998-10-22,1998-10-19,1998-11-07,"COLLECT COD",AIR,"ly silent accounts. deposits detect fluff"
2408480,31665,4169,3,46.00,73446.36,0.04,0.07,N,O,1998-09-27,1998-09-20,1998-10-22,"COLLECT COD",TRUCK,"s. carefully regular packages use ruthlessl"
2408480,186082,1119,4,40.00,46723.20,0.00,0.06,N,O,1998-08-19,1998-10-26,1998-08-21,NONE,TRUCK," regular requests. sly"
2408480,72802,2803,5,44.00,78091.20,0.10,0.04,N,O,1998-10-02,1998-09-13,1998-10-08,"TAKE BACK RETURN",FOB,"uickly even requests se"
2408480,175683,718,6,16.00,28138.88,0.00,0.00,N,O,1998-09-12,1998-09-17,1998-09-13,"TAKE BACK RETURN",FOB,"le after the"
2408481,119049,1561,1,25.00,26701.00,0.07,0.07,N,O,1995-09-27,1995-10-11,1995-10-10,"DELIVER IN PERSON",AIR," boost quickly a"
2408481,44961,4962,2,6.00,11435.76,0.03,0.07,N,O,1995-10-23,1995-09-19,1995-11-07,"TAKE BACK RETURN","REG AIR","jole. quickly pending theodolites "
2408481,56520,1531,3,43.00,63490.36,0.05,0.00,N,O,1995-09-08,1995-10-07,1995-10-05,"COLLECT COD",TRUCK,"onic packages cajole quickly "
2408481,126530,9043,4,23.00,35800.19,0.02,0.05,N,O,1995-10-26,1995-10-08,1995-10-30,"TAKE BACK RETURN",FOB,"slyly. sly"
2408482,64719,9732,1,7.00,11785.97,0.10,0.03,N,O,1998-04-18,1998-05-08,1998-05-10,"COLLECT COD",SHIP,"counts. sly ideas use blithely. bl"
2408482,128761,3786,2,25.00,44744.00,0.10,0.00,N,O,1998-07-15,1998-06-06,1998-07-23,NONE,RAIL," packages. carefully final"
2408482,70113,7635,3,42.00,45490.62,0.09,0.05,N,O,1998-04-25,1998-06-03,1998-05-18,"COLLECT COD",MAIL,"lar accounts nag carefu"
2408482,174480,9515,4,17.00,26426.16,0.01,0.05,N,O,1998-04-17,1998-06-16,1998-05-11,"TAKE BACK RETURN",FOB,"l dolphins are above the carefully "
2408483,144079,6594,1,49.00,55030.43,0.00,0.08,A,F,1995-03-25,1995-01-26,1995-04-12,"TAKE BACK RETURN",AIR,"furiously even deposits sleep up the ironi"
2408483,126933,9446,2,38.00,74477.34,0.04,0.05,A,F,1994-12-14,1995-02-03,1995-01-01,"TAKE BACK RETURN",RAIL," may cajole fluffily final accounts. sly"
2408484,93818,1346,1,46.00,83343.26,0.02,0.05,N,O,1995-07-02,1995-08-01,1995-07-21,"DELIVER IN PERSON",SHIP,"hely even excuses integrate at the blith"
2408484,187043,7044,2,45.00,50851.80,0.03,0.04,R,F,1995-05-17,1995-07-01,1995-06-14,NONE,RAIL,"lithely final excuses use above the furio"
2408485,86376,1393,1,47.00,64031.39,0.03,0.05,N,O,1996-08-22,1996-09-03,1996-09-10,"TAKE BACK RETURN",RAIL,"ymptotes. s"
2408485,108988,1499,2,8.00,15975.84,0.05,0.04,N,O,1996-08-04,1996-08-07,1996-08-27,"DELIVER IN PERSON",AIR,"accounts. careful"
2408485,150273,5304,3,31.00,41021.37,0.09,0.00,N,O,1996-08-30,1996-09-18,1996-09-25,"TAKE BACK RETURN",TRUCK," the furiously ironic accounts. boldly "
2408485,22509,5012,4,14.00,20041.00,0.07,0.04,N,O,1996-10-13,1996-09-21,1996-10-25,"COLLECT COD",RAIL,"nding, daring instructions"
2408485,106920,1941,5,46.00,88638.32,0.00,0.07,N,O,1996-09-24,1996-08-17,1996-10-12,NONE,"REG AIR","counts. packages cajole blith"
2408485,188081,600,6,20.00,23381.60,0.02,0.07,N,O,1996-09-30,1996-09-02,1996-10-03,NONE,AIR,"usly special packages. fluffily "
2408485,64743,7250,7,34.00,58063.16,0.05,0.00,N,O,1996-10-19,1996-10-04,1996-10-28,"DELIVER IN PERSON",MAIL,"es wake carefully"
2408486,135217,244,1,5.00,6261.05,0.09,0.07,N,O,1995-07-04,1995-06-18,1995-07-25,"TAKE BACK RETURN",AIR,"furiously. even accounts sleep acr"
2408487,22912,2913,1,2.00,3669.82,0.00,0.06,N,O,1996-02-24,1996-05-11,1996-03-06,NONE,RAIL,". carefully final requests cajole blit"
2408487,76126,6127,2,14.00,15429.68,0.09,0.06,N,O,1996-04-21,1996-05-04,1996-04-26,"DELIVER IN PERSON",FOB,"ly about the blithely pending "
2408487,46415,6416,3,25.00,34035.25,0.09,0.02,N,O,1996-03-19,1996-04-09,1996-04-17,NONE,AIR," of the regular asymptotes. quick"
2408487,86832,9341,4,19.00,34557.77,0.08,0.05,N,O,1996-05-14,1996-04-16,1996-05-15,"DELIVER IN PERSON",AIR,"g to the express requ"
2408487,183270,3271,5,29.00,39244.83,0.10,0.05,N,O,1996-05-29,1996-04-16,1996-06-25,"COLLECT COD",FOB,"ctions sleep slyly alongside o"
2408487,17194,2197,6,42.00,46669.98,0.05,0.01,N,O,1996-05-08,1996-05-21,1996-06-05,NONE,RAIL,"otes mainta"
2408512,74289,1811,1,13.00,16422.64,0.09,0.06,N,O,1996-05-25,1996-06-19,1996-06-13,"COLLECT COD",SHIP,"express, bol"
2408513,100386,387,1,6.00,8318.28,0.07,0.02,N,O,1995-09-23,1995-08-02,1995-10-14,"COLLECT COD","REG AIR","nic packages? foxes ac"
2408513,181038,6075,2,5.00,5595.15,0.05,0.07,N,O,1995-09-19,1995-09-05,1995-09-29,"DELIVER IN PERSON",FOB,"ainst the ca"
2408514,173708,8743,1,7.00,12471.90,0.06,0.04,N,O,1996-07-10,1996-06-14,1996-08-07,"TAKE BACK RETURN",SHIP,"brave deposits ought to wa"
2408514,104974,9995,2,24.00,47495.28,0.10,0.08,N,O,1996-06-11,1996-06-25,1996-06-26,NONE,FOB,"platelets use furiously along the qui"
2408514,87774,2791,3,46.00,81041.42,0.05,0.02,N,O,1996-06-11,1996-06-28,1996-06-13,"TAKE BACK RETURN",RAIL,"symptotes affix regular accounts."
2408515,58073,8074,1,22.00,22683.54,0.09,0.06,N,O,1996-03-16,1996-03-21,1996-04-01,NONE,MAIL,"nic foxes n"
2408515,24327,1834,2,20.00,25026.40,0.09,0.01,N,O,1996-04-16,1996-03-14,1996-04-19,"TAKE BACK RETURN",AIR,"ar orbits cajole slyly. pendi"
2408515,60292,7811,3,44.00,55100.76,0.00,0.06,N,O,1996-04-23,1996-04-23,1996-04-24,"DELIVER IN PERSON",TRUCK,"into beans. ironic accou"
2408515,117058,7059,4,30.00,32251.50,0.10,0.05,N,O,1996-04-22,1996-03-27,1996-05-09,"DELIVER IN PERSON","REG AIR","quests. blithely"
2408515,188787,3824,5,13.00,24385.14,0.03,0.07,N,O,1996-02-04,1996-04-17,1996-03-04,"COLLECT COD",MAIL,"side the slyly even deposits. even, reg"
2408516,162661,210,1,33.00,56880.78,0.09,0.07,N,O,1996-02-03,1996-01-19,1996-02-15,"COLLECT COD","REG AIR","lithely across the bli"
2408517,58261,767,1,34.00,41454.84,0.01,0.08,N,O,1998-07-18,1998-06-10,1998-07-20,NONE,SHIP,"eep slyly around the final asymptotes"
2408517,190607,5646,2,36.00,61113.60,0.04,0.07,N,O,1998-04-16,1998-06-02,1998-05-15,NONE,RAIL,"gular foxes sleep "
2408518,196047,3605,1,45.00,51436.80,0.06,0.06,R,F,1993-08-18,1993-09-09,1993-09-05,"DELIVER IN PERSON",SHIP,"s are slyly."
2408518,148891,1406,2,29.00,56256.81,0.06,0.05,R,F,1993-08-01,1993-10-13,1993-08-26,NONE,TRUCK,"tes across the regular, bold deposit"
2408518,6192,8693,3,49.00,53811.31,0.09,0.07,A,F,1993-08-03,1993-09-03,1993-08-16,NONE,MAIL,"deas. quickly even accounts grow car"
2408518,65725,8232,4,34.00,57484.48,0.09,0.07,R,F,1993-08-04,1993-08-18,1993-08-30,NONE,RAIL," print along the accounts. ironic r"
2408518,34762,4763,5,1.00,1696.76,0.09,0.01,A,F,1993-11-02,1993-08-21,1993-11-20,"TAKE BACK RETURN",SHIP,"kages serve after the braids. furi"
2408519,144900,7415,1,4.00,7779.60,0.04,0.05,N,O,1996-07-31,1996-06-13,1996-08-02,"COLLECT COD",TRUCK," furiously regular "
2408519,129066,1579,2,27.00,29566.62,0.10,0.01,N,O,1996-06-20,1996-07-07,1996-07-16,"TAKE BACK RETURN",FOB,"lent requests wake car"
2408519,1011,8512,3,11.00,10032.11,0.06,0.02,N,O,1996-05-13,1996-07-29,1996-06-07,NONE,"REG AIR","special, special packages ca"
2408519,190854,5893,4,7.00,13613.95,0.01,0.01,N,O,1996-09-01,1996-06-11,1996-09-08,NONE,TRUCK,"ies haggle deposits. express, bold "
2408519,75922,937,5,31.00,58835.52,0.01,0.08,N,O,1996-06-11,1996-06-13,1996-06-14,"COLLECT COD",RAIL,"s cajole. express pains haggle sly"
2408544,59795,9796,1,37.00,64927.23,0.03,0.06,R,F,1992-07-27,1992-05-19,1992-08-25,"TAKE BACK RETURN",TRUCK,"slyly quick requests wake flu"
2408544,163331,5848,2,40.00,55773.20,0.00,0.02,A,F,1992-04-19,1992-06-23,1992-05-11,"COLLECT COD","REG AIR","express, regular deposits. fluffily "
2408545,62234,7247,1,33.00,39475.59,0.04,0.02,R,F,1994-07-02,1994-05-23,1994-07-11,"COLLECT COD",AIR,"ld multipliers. pearls instead o"
2408545,158470,986,2,30.00,45854.10,0.04,0.02,A,F,1994-08-12,1994-05-21,1994-08-24,"TAKE BACK RETURN",MAIL,"eposits are regul"
2408545,194567,2125,3,35.00,58154.60,0.03,0.01,A,F,1994-07-03,1994-06-09,1994-07-30,"DELIVER IN PERSON",FOB,"es. fluffily expre"
2408545,83834,1359,4,17.00,30903.11,0.06,0.01,R,F,1994-06-01,1994-07-14,1994-06-27,"DELIVER IN PERSON","REG AIR","s. bold pinto beans are fu"
2408545,183166,8203,5,49.00,61208.84,0.06,0.06,R,F,1994-06-03,1994-06-11,1994-06-11,"COLLECT COD",FOB,"ole along the pinto beans. final, sile"
2408545,68327,834,6,2.00,2590.64,0.01,0.07,R,F,1994-08-10,1994-06-05,1994-08-29,"TAKE BACK RETURN",TRUCK,"lets boost alongside of the requests"
2408546,69081,6600,1,42.00,44103.36,0.06,0.06,R,F,1993-09-30,1993-09-16,1993-10-20,"DELIVER IN PERSON",SHIP,"doze furiously pen"
2408547,108306,3327,1,23.00,30228.90,0.09,0.00,A,F,1993-02-17,1993-04-09,1993-03-17,"DELIVER IN PERSON",TRUCK,"ronic requests among "
2408547,97106,4634,2,43.00,47433.30,0.03,0.02,R,F,1993-02-11,1993-04-25,1993-03-09,NONE,AIR,"e quickly ironic requests"
2408547,49961,4970,3,19.00,36308.24,0.01,0.02,R,F,1993-03-29,1993-04-26,1993-04-13,"DELIVER IN PERSON",AIR," bold, regular foxes detect according"
2408548,140411,7954,1,35.00,50799.35,0.02,0.03,R,F,1992-02-14,1992-04-04,1992-02-19,"TAKE BACK RETURN",TRUCK,"ans. blithely regula"
2408549,193747,6267,1,45.00,82833.30,0.04,0.01,A,F,1993-11-11,1993-10-17,1993-12-08,"TAKE BACK RETURN",TRUCK,"old instructions are carefully alongside of"
2408550,108457,3478,1,49.00,71807.05,0.01,0.08,A,F,1994-07-07,1994-08-21,1994-07-13,"COLLECT COD",TRUCK,"ular reque"
2408550,35401,5402,2,22.00,29400.80,0.02,0.04,A,F,1994-10-02,1994-08-23,1994-10-24,NONE,MAIL,"above the furiousl"
2408550,174638,4639,3,42.00,71930.46,0.10,0.08,R,F,1994-08-19,1994-10-01,1994-09-02,"DELIVER IN PERSON",FOB," packages. multipliers "
2408551,132610,2611,1,15.00,24639.15,0.06,0.04,N,O,1997-06-16,1997-07-12,1997-07-16,"DELIVER IN PERSON","REG AIR","ve fluffily slyly final foxes! furio"
2408551,160303,5336,2,46.00,62711.80,0.03,0.01,N,O,1997-07-09,1997-08-24,1997-07-28,"COLLECT COD","REG AIR"," foxes after th"
2408551,2724,225,3,8.00,13013.76,0.05,0.06,N,O,1997-07-29,1997-07-09,1997-08-17,NONE,AIR," wake blithely regular courts. blithely reg"
2408551,172889,7924,4,8.00,15695.04,0.10,0.05,N,O,1997-06-24,1997-08-25,1997-07-06,"DELIVER IN PERSON","REG AIR","ccounts sublate furiously b"
2408551,136232,1259,5,14.00,17755.22,0.10,0.03,N,O,1997-09-29,1997-08-05,1997-10-21,NONE,RAIL," the carefully special deposits. carefull"
2408576,28066,569,1,38.00,37774.28,0.08,0.07,A,F,1992-09-08,1992-09-12,1992-09-28,NONE,FOB,"sts. slyly regular deposits"
2408577,64609,9622,1,3.00,4720.80,0.01,0.00,N,O,1997-11-26,1997-12-01,1997-12-26,"DELIVER IN PERSON",SHIP,"n pinto beans: daring fox"
2408578,53976,3977,1,39.00,75268.83,0.00,0.03,A,F,1993-03-23,1993-04-03,1993-04-09,NONE,"REG AIR"," according to "
2408578,167713,7714,2,3.00,5342.13,0.00,0.08,R,F,1993-06-10,1993-05-01,1993-06-14,"TAKE BACK RETURN",TRUCK,"press package"
2408578,143458,1001,3,12.00,18017.40,0.03,0.07,A,F,1993-03-30,1993-05-05,1993-04-06,"DELIVER IN PERSON","REG AIR","against the furiously unusual "
2408578,86558,4083,4,41.00,63326.55,0.00,0.08,A,F,1993-04-20,1993-05-09,1993-04-30,"DELIVER IN PERSON",SHIP," even foxes after the requests could cajol"
2408578,177651,7652,5,46.00,79517.90,0.09,0.05,R,F,1993-06-25,1993-04-22,1993-07-11,"TAKE BACK RETURN",FOB,"r accounts above the even, even orb"
2408578,169931,2448,6,29.00,58026.97,0.00,0.05,A,F,1993-06-09,1993-05-04,1993-07-08,NONE,AIR," theodolites are fluffily slyly even depos"
2408579,121366,8903,1,2.00,2774.72,0.05,0.05,A,F,1994-03-21,1994-04-14,1994-03-27,"DELIVER IN PERSON",TRUCK,"refully final packages. ironic,"
2408579,185946,8465,2,40.00,81277.60,0.10,0.08,R,F,1994-03-02,1994-02-14,1994-03-30,"TAKE BACK RETURN",RAIL,"eposits. pinto beans hinder"
2408580,68736,8737,1,36.00,61370.28,0.01,0.07,N,O,1997-10-10,1997-09-29,1997-11-05,"DELIVER IN PERSON","REG AIR","furiously dep"
2408580,39252,4259,2,18.00,21442.50,0.07,0.04,N,O,1997-09-02,1997-11-03,1997-09-26,NONE,MAIL,"quests; requests w"
2408580,97847,5375,3,18.00,33207.12,0.00,0.08,N,O,1997-08-27,1997-10-31,1997-08-29,"TAKE BACK RETURN",FOB,"ccounts. blithely special packages"
2408580,98531,8532,4,37.00,56592.61,0.03,0.07,N,O,1997-11-25,1997-10-14,1997-12-12,"COLLECT COD",TRUCK,"e blithely even courts "
2408580,198303,8304,5,43.00,60255.90,0.08,0.08,N,O,1997-11-18,1997-10-29,1997-12-03,NONE,RAIL,"e quickly final deposits. regular "
2408581,186657,6658,1,27.00,47078.55,0.04,0.06,N,O,1996-11-17,1996-12-09,1996-11-25,NONE,FOB,"sly special deposits "
2408581,133262,5776,2,9.00,11657.34,0.06,0.07,N,O,1996-11-07,1996-11-21,1996-12-04,"DELIVER IN PERSON",AIR,"slyly. quickl"
2408581,128787,1300,3,33.00,59920.74,0.10,0.00,N,O,1996-11-07,1996-10-19,1996-11-19,"TAKE BACK RETURN",SHIP,"pecial ideas should have to sleep slyly"
2408581,118975,1487,4,4.00,7975.88,0.03,0.03,N,O,1996-11-06,1996-12-11,1996-11-22,"TAKE BACK RETURN",RAIL,"oss the blithely express theodolites."
2408581,8628,6129,5,30.00,46098.60,0.03,0.04,N,O,1996-10-14,1996-12-03,1996-10-27,"COLLECT COD",FOB,"lyly. enticingl"
2408581,5820,5821,6,13.00,22435.66,0.05,0.05,N,O,1996-12-01,1996-10-28,1996-12-05,NONE,"REG AIR","e quickly silent theodolites; blithel"
2408582,135648,3188,1,42.00,70712.88,0.05,0.08,N,O,1998-10-20,1998-08-10,1998-11-18,"DELIVER IN PERSON",TRUCK,"grouches. qu"
2408582,22709,2710,2,27.00,44055.90,0.08,0.01,N,O,1998-09-07,1998-08-03,1998-10-05,"COLLECT COD",MAIL,"nic accounts. fur"
2408582,57989,7990,3,38.00,73985.24,0.07,0.00,N,O,1998-07-24,1998-09-20,1998-07-27,"DELIVER IN PERSON",RAIL,"lar pinto bea"
2408582,17287,4791,4,31.00,37332.68,0.01,0.08,N,O,1998-10-02,1998-09-02,1998-10-10,"COLLECT COD",RAIL,"final, bold dependencies use fur"
2408582,133664,1204,5,34.00,57720.44,0.09,0.00,N,O,1998-06-27,1998-09-03,1998-07-04,"DELIVER IN PERSON",TRUCK,"deposits use quietly car"
2408582,81023,8548,6,41.00,41164.82,0.10,0.05,N,O,1998-09-14,1998-08-28,1998-09-21,NONE,SHIP,"t among the quickly even pinto"
2408583,176136,3688,1,6.00,7272.78,0.09,0.08,N,O,1997-11-22,1998-01-24,1997-12-08,NONE,SHIP,"ites cajole fluffily along the blithely ir"
2408583,116927,6928,2,31.00,60261.52,0.08,0.00,N,O,1997-12-21,1997-12-08,1998-01-15,NONE,RAIL,"requests haggl"
2408583,187469,9988,3,26.00,40467.96,0.09,0.03,N,O,1997-12-06,1998-01-15,1998-01-05,"COLLECT COD",SHIP," accounts. slyly unu"
2408583,180865,5902,4,2.00,3891.72,0.09,0.06,N,O,1998-03-09,1998-02-01,1998-04-08,"DELIVER IN PERSON",TRUCK,"even tithes cajole carefully about the f"
2408583,181753,9308,5,18.00,33025.50,0.09,0.06,N,O,1997-11-18,1997-12-30,1997-12-18,"COLLECT COD",FOB,"ns haggle furio"
2408583,115245,2779,6,1.00,1260.24,0.00,0.08,N,O,1997-12-16,1998-01-10,1997-12-22,"COLLECT COD",AIR," ironic requests. e"
2408608,129224,4249,1,22.00,27570.84,0.05,0.05,N,O,1995-12-04,1996-01-02,1995-12-27,"TAKE BACK RETURN",RAIL,"unts need to wake acco"
2408608,62487,7500,2,24.00,34787.52,0.00,0.04,N,O,1996-01-17,1996-01-06,1996-01-25,"COLLECT COD",MAIL,"oss the quietly "
2408608,15087,5088,3,11.00,11022.88,0.05,0.05,N,O,1996-02-17,1996-01-08,1996-02-24,"TAKE BACK RETURN",MAIL," accounts. carefully regular ide"
2408609,153,5154,1,20.00,21063.00,0.01,0.08,A,F,1993-11-02,1993-09-15,1993-11-03,"TAKE BACK RETURN",RAIL,"ng quickly "
2408609,160810,3327,2,11.00,20578.91,0.05,0.04,A,F,1993-11-03,1993-09-16,1993-11-12,"COLLECT COD","REG AIR","ts. busily pending attainments are"
2408609,132587,7614,3,48.00,77739.84,0.04,0.06,A,F,1993-09-23,1993-09-10,1993-10-19,"TAKE BACK RETURN",MAIL,"hely special ideas. silent, re"
2408609,177118,7119,4,41.00,48999.51,0.01,0.07,A,F,1993-08-15,1993-09-10,1993-08-21,"COLLECT COD",FOB,"ts breach slyly. fluffily final plat"
2408610,130151,2665,1,3.00,3543.45,0.04,0.02,A,F,1993-10-21,1993-11-06,1993-11-07,"COLLECT COD","REG AIR","old accounts im"
2408610,36181,8685,2,38.00,42452.84,0.06,0.08,R,F,1994-01-19,1993-11-07,1994-01-24,NONE,SHIP,"jole after the flu"
2408610,86020,1037,3,15.00,15090.30,0.03,0.08,R,F,1993-12-26,1993-11-21,1994-01-01,"TAKE BACK RETURN","REG AIR","onic pinto beans may sleep slyl"
2408611,91367,6386,1,47.00,63842.92,0.10,0.03,N,O,1995-08-11,1995-05-27,1995-08-31,NONE,RAIL,"cial package"
2408611,196680,6681,2,11.00,19543.48,0.09,0.01,R,F,1995-04-28,1995-07-24,1995-05-11,NONE,SHIP,"kages. quickly final deco"
