O_ORDERKEY,O_CUSTKEY,O_ORDERSTATUS,O_TOTALPRICE,O_ORDERDATE,O_ORDERPRIORITY,O_CLERK,O_SHIPPRIORITY,O_COMMENT
3028999,4993,O,390381.35,1996-03-23,2-HIGH,"Clerk#000000951",0,"he dependencies boost regular accounts. pla"
3029024,64025,O,99421.72,1995-09-05,"4-NOT SPECIFIED","Clerk#000000336",0," instructions. fluffily special epitaphs caj"
3029025,114767,O,132501.47,1997-10-31,1-URGENT,"Clerk#000000655",0,"t carefully regular realms. fluffily fina"
3029026,32627,O,209304.56,1997-07-24,1-URGENT,"Clerk#000000130",0,"ly final dependencies cajole quickly ironic theodolites. q"
3029027,108331,O,300420.96,1997-02-24,5-LOW,"Clerk#000000323",0,". furiously final dol"
3029028,11696,O,212308.59,1998-06-23,2-HIGH,"Clerk#000000271",0,"to the carefully even packages. final foxes"
3029029,73558,F,80646.36,1994-09-17,5-LOW,"Clerk#000000086",0,"ests. pending, regular platele"
3029030,133255,F,299694.48,1992-10-19,1-URGENT,"Clerk#000000817",0,"lites use around the ironic excuses. excuses "
3029031,116710,F,273829.55,1992-06-17,3-MEDIUM,"Clerk#000000625",0,"sly ironic instructions detect q"
3029056,118927,F,123840.13,1994-01-29,3-MEDIUM,"Clerk#000000392",0,"according to the fluffily even requests. carefully final deposit"
3029057,37051,O,289822.22,1996-05-15,1-URGENT,"Clerk#000000346",0," are according to the pending packages. furiously pending soma"
3029058,60740,O,259338.01,1997-10-20,3-MEDIUM,"Clerk#000000214",0,"inal theodolites. carefully sly"
3029059,106162,O,8392.32,1995-05-16,1-URGENT,"Clerk#000000099",0,"ependencies. carefully bold accounts after the fluffily final deposits sleep"
3029060,8725,O,73478.16,1996-08-01,"4-NOT SPECIFIED","Clerk#000000926",0,"e carefully. silent cour"
3029061,65578,O,131713.63,1997-02-24,"4-NOT SPECIFIED","Clerk#000000641",0,"e: carefully final dolphins doubt furiously regular packag"
3029062,107926,F,65228.89,1992-01-19,2-HIGH,"Clerk#000000493",0,"use slyly. regular dependencies wake slyly. flu"
3029063,85178,O,91447.43,1997-12-09,5-LOW,"Clerk#000000652",0,"s haggle boldly about t"
3029088,120578,O,126648.48,1997-12-24,"4-NOT SPECIFIED","Clerk#000000207",0,"xcuses cajole furiously among the furiously regular instructions. furiou"
3029089,51172,O,67774.21,1998-03-29,"4-NOT SPECIFIED","Clerk#000000345",0,"pecial realms. slyly ironic packages haggle against the dependencies; s"
3029090,96673,O,104362.60,1997-11-24,3-MEDIUM,"Clerk#000000044",0,"urts. carefully final grouches integrate."
3029091,103801,O,41109.59,1998-05-15,5-LOW,"Clerk#000000463",0,"ld accounts along the regular foxes integrate regular pearls"
3029092,73561,F,274940.49,1992-08-20,3-MEDIUM,"Clerk#000000087",0," regular pinto beans haggle furiously along the regular "
3029093,34778,O,94477.75,1997-05-03,2-HIGH,"Clerk#000000554",0,"ly pending dolphins. "
3029094,106276,O,103645.18,1997-05-02,5-LOW,"Clerk#000000051",0,"he carefully bold packages. slyly special pint"
3029095,119884,F,56446.20,1995-03-11,2-HIGH,"Clerk#000000280",0," carefully careful w"
3029120,72601,O,209837.31,1997-04-03,1-URGENT,"Clerk#000000542",0," furiously pending de"
3029121,74018,F,241262.10,1994-06-16,3-MEDIUM,"Clerk#000000897",0,"evenly pending theodolites. final ideas cajole carefully pending request"
3029122,58279,O,168450.78,1996-07-22,"4-NOT SPECIFIED","Clerk#000000992",0,"iously even packages. carefully ev"
3029123,112841,F,30688.92,1995-02-17,1-URGENT,"Clerk#000000677",0," slyly ironic waters affix about the"
3029124,67783,O,159316.36,1997-04-27,3-MEDIUM,"Clerk#000000963",0,"usly special packag"
3029125,102025,F,187617.53,1994-05-26,3-MEDIUM,"Clerk#000000814",0,"ve slyly pending requests. quickly ironic Tiresi"
3029126,55450,O,24696.69,1998-07-27,"4-NOT SPECIFIED","Clerk#000000462",0,"thlessly regular patt"
3029127,141455,O,257729.25,1995-10-31,3-MEDIUM,"Clerk#000000985",0,"lar requests around the regularly even instructions haggle ruthle"
3029152,73033,F,157539.38,1993-05-02,5-LOW,"Clerk#000000403",0,"c pinto beans boost never abou"
3029153,7738,O,65197.42,1998-07-24,3-MEDIUM,"Clerk#000000559",0,"ggle express, final packages. final, final accounts dazzle qu"
3029154,148919,O,11610.28,1997-05-16,2-HIGH,"Clerk#000000709",0,"beans about the requests sleep above the pi"
3029155,122197,O,184841.60,1995-06-01,2-HIGH,"Clerk#000000557",0,"blate blithely idle pinto beans. furiously ironic instructions nag furi"
3029156,107092,O,170635.30,1998-07-12,"4-NOT SPECIFIED","Clerk#000000322",0," unusual foxes. furiously regular excuses are. sl"
3029157,16901,F,354029.57,1994-08-14,3-MEDIUM,"Clerk#000000131",0,"s use. bold accounts a"
3029158,98584,O,189009.51,1997-08-03,5-LOW,"Clerk#000000046",0,"es. furiously specia"
3029159,124513,O,325632.31,1997-05-19,5-LOW,"Clerk#000000541",0,"ely among the blithely even requests. carefully spe"
3029184,9836,O,38420.95,1995-06-29,5-LOW,"Clerk#000000784",0,"totes. even, special requests at the pinto beans nag quickly bli"
3029185,1945,F,227273.82,1993-06-05,3-MEDIUM,"Clerk#000000293",0,"even theodolites. orbits across the ironic, final acc"
3029186,124961,O,138795.81,1996-12-19,3-MEDIUM,"Clerk#000000630",0,"unusual warhorses haggle quickly slyly final accounts-- furiously iron"
3029187,68818,O,38743.12,1995-10-07,5-LOW,"Clerk#000000066",0,"he bold foxes print fluffily always bo"
3029188,101557,O,109461.39,1995-07-29,3-MEDIUM,"Clerk#000000265",0,"uickly express dependencies wake over the carefully final pack"
3029189,141325,O,169671.63,1997-11-25,2-HIGH,"Clerk#000000767",0,"arefully regular ideas use furiously idly regular excuses. quickly e"
3029190,118984,F,234284.13,1994-07-25,2-HIGH,"Clerk#000000259",0,"ar packages nag. permanent packages according to the express a"
3029191,96302,O,180730.57,1997-09-29,3-MEDIUM,"Clerk#000000484",0,"furiously according to the depo"
3029216,37051,F,350577.48,1993-11-30,2-HIGH,"Clerk#000000378",0,"endencies. express requests after the slyly ironi"
3029217,55885,O,230842.27,1996-10-17,2-HIGH,"Clerk#000000864",0,"into beans across the fluffily furious deposits nag furiously ac"
3029218,100118,O,192396.76,1997-11-08,3-MEDIUM,"Clerk#000000589",0,"ly pending packages across the final de"
3029219,131182,F,194020.65,1992-11-30,5-LOW,"Clerk#000000147",0,"onic accounts; bold, unusual excuses solve furiously. furiously ironic pa"
3029220,69037,F,337139.06,1994-06-23,1-URGENT,"Clerk#000000016",0," deposits sleep. slyly even foxes affix slyly. furious"
3029221,29131,O,207371.10,1995-09-27,2-HIGH,"Clerk#000000068",0," ideas. slyly final forges integrate. furious dependencies breach quickl"
3029222,142898,O,106223.19,1995-08-01,1-URGENT,"Clerk#000000581",0,"unusual packages haggle blithely. carefully ironic excuses besides t"
3029223,34099,O,307122.60,1997-11-12,5-LOW,"Clerk#000000838",0,"usual requests haggle blithely. carefully bold p"
3029248,83503,F,146794.34,1994-11-11,1-URGENT,"Clerk#000000837",0,"ts use slyly according to the un"
3029249,11182,F,342810.88,1994-08-22,1-URGENT,"Clerk#000000897",0,". ironic ideas haggle c"
3029250,120328,F,220608.67,1994-05-06,2-HIGH,"Clerk#000000899",0," express requests ought to b"
3029251,48872,F,229427.78,1994-06-09,"4-NOT SPECIFIED","Clerk#000000110",0,"s haggle fluffily? bli"
3029252,138862,F,104257.03,1994-03-16,"4-NOT SPECIFIED","Clerk#000000328",0,"ts boost carefully pinto beans. enticingly regular requests cajole"
3029253,125375,F,138536.82,1992-08-06,"4-NOT SPECIFIED","Clerk#000000087",0,"tructions. unusual, ironic packages cajole fluffily up the unusual deposit"
3029254,121346,F,59089.30,1994-02-20,"4-NOT SPECIFIED","Clerk#000000293",0,"boost slyly regular courts. fluffily bold requests wake slyly alongsid"
3029255,55001,O,77669.57,1997-07-25,1-URGENT,"Clerk#000000814",0,"fily close accounts. sheave"
3029280,98018,F,121337.93,1993-11-24,2-HIGH,"Clerk#000000702",0," packages. even excuses hag"
3029281,77200,F,276566.80,1994-07-21,2-HIGH,"Clerk#000000941",0,"unts against the even, express requests a"
3029282,136888,F,89144.36,1994-10-07,"4-NOT SPECIFIED","Clerk#000000869",0,"ts may believe quietly regular accounts? quick"
3029283,96712,F,225550.54,1993-10-27,3-MEDIUM,"Clerk#000000838",0,"ges. furiously bold braids are slyly final accounts. slyly "
3029284,33100,F,73763.33,1994-02-22,1-URGENT,"Clerk#000000345",0,"ses sublate. regular courts are fluffily careful, final "
3029285,97153,O,46144.16,1998-01-10,2-HIGH,"Clerk#000000330",0," quickly after the final theodol"
3029286,67664,O,184806.32,1997-05-13,"4-NOT SPECIFIED","Clerk#000000561",0,"onic accounts. blithely final packages wake carefu"
3029287,71924,O,235728.24,1998-01-26,5-LOW,"Clerk#000000186",0," ironic deposits are boldly alongside of the foxes! slyly even "
3029312,114937,F,34224.49,1992-06-06,1-URGENT,"Clerk#000000590",0,"lar requests according t"
3029313,36980,F,246244.91,1994-09-25,"4-NOT SPECIFIED","Clerk#000000666",0,"rate slyly among the dolphins. unusual package"
3029314,65584,O,272237.42,1997-08-30,1-URGENT,"Clerk#000000118",0,"ons sleep. furiously pending packages wake carefully regular, ironic pint"
3029315,52073,O,136493.51,1996-04-06,2-HIGH,"Clerk#000000500",0," are among the slyly dogged deposits. reques"
3029316,75577,O,84098.64,1995-07-28,1-URGENT,"Clerk#000000614",0,"ter the slyly unusual packages. carefully special packages against the fin"
3029317,12583,O,80282.47,1995-10-29,5-LOW,"Clerk#000000254",0,"bout the bold packages ar"
3029318,105868,P,201054.04,1995-04-26,5-LOW,"Clerk#000000002",0,"t requests: blithely regular tithes cajole blithel"
3029319,146794,O,121953.04,1997-08-20,1-URGENT,"Clerk#000000159",0,"silent deposits. furiously even instructions sleep quickly quickly ironic"
3029344,84281,O,95954.09,1996-08-25,"4-NOT SPECIFIED","Clerk#000000816",0,"luffily permanent requests; "
3029345,49124,F,30185.50,1994-07-04,2-HIGH,"Clerk#000000556",0,"wake carefully after the furiously fi"
3029346,21833,O,179945.77,1997-09-13,"4-NOT SPECIFIED","Clerk#000000536",0,"rding to the regular platelets. finally silent account"
3029347,36355,O,272481.56,1997-12-09,1-URGENT,"Clerk#000000146",0,"iously during the regular the"
3029348,54811,O,233063.17,1995-12-11,5-LOW,"Clerk#000000822",0,"y. blithely bold instructions integrate quick"
3029349,30016,O,11642.58,1997-02-12,5-LOW,"Clerk#000000815",0," are fluffily. slyly final pearls sleep. req"
3029350,19237,O,236724.61,1997-10-10,5-LOW,"Clerk#000000588",0,"inder. silently regula"
3029351,47458,F,63691.61,1995-03-15,1-URGENT,"Clerk#000000149",0,"e furiously regular deposits. final, regular pearls are blithely around the fu"
3029376,49774,F,25797.49,1992-12-03,3-MEDIUM,"Clerk#000000570",0," regular instructions nag carefully even packages? furiously unusual "
3029377,137194,F,167295.36,1994-03-13,1-URGENT,"Clerk#000000539",0,"s sleep. blithely regular foxes print bold"
3029378,6985,O,144569.78,1997-10-28,1-URGENT,"Clerk#000000987",0,"ecial warthogs use slyly ironi"
3029379,80524,F,190647.56,1992-07-20,2-HIGH,"Clerk#000000872",0,". carefully special excuses th"
3029380,47171,F,188840.67,1992-02-04,3-MEDIUM,"Clerk#000000024",0,"along the express ideas sleep blithely slowly pending ideas. furi"
3029381,40775,F,247154.47,1993-04-10,"4-NOT SPECIFIED","Clerk#000000209",0,"lites. blithely unusual ideas cajole quickly according to the pending reque"
3029382,89777,O,112593.78,1997-12-02,3-MEDIUM,"Clerk#000000631",0,"ide of the ironic packages. regular, final depths kindle slyly"
3029383,17323,F,126374.52,1992-08-09,3-MEDIUM,"Clerk#000000490",0,"final somas. quietly sil"
3029408,138880,O,67369.76,1995-08-24,5-LOW,"Clerk#000000170",0,"regular excuses detect quickly. furiously final pl"
3029409,131065,O,336375.43,1997-06-09,5-LOW,"Clerk#000000752",0," haggle quickly among the slyly final foxes. "
3029410,49237,O,167600.88,1995-07-18,"4-NOT SPECIFIED","Clerk#000000162",0,"y regular instructions are blithely along the unusual pint"
3029411,105502,O,119684.15,1996-04-09,"4-NOT SPECIFIED","Clerk#000000833",0,"uriously across the blithely special accounts. carefully even requests sl"
3029412,140588,F,115656.06,1994-11-30,2-HIGH,"Clerk#000000408",0," nag slyly special pinto beans! carefully sp"
3029413,56087,F,177643.67,1994-09-26,3-MEDIUM,"Clerk#000000317",0,"bout the quickly unusu"
3029414,52798,O,204303.76,1995-06-17,"4-NOT SPECIFIED","Clerk#000000686",0,"ily express foxes detect. slow"
3029415,110026,O,74009.84,1996-09-07,"4-NOT SPECIFIED","Clerk#000000805",0,"was. furiously ironic deposits cajole. slyly unusual instruct"
3029440,126133,F,107384.76,1993-07-06,2-HIGH,"Clerk#000000678",0,"l the even asymptotes. ideas snooze. pinto beans integrate quickly: slyl"
3029441,101503,P,242486.66,1995-05-01,2-HIGH,"Clerk#000000099",0,"ckages-- special requests haggle. re"
3029442,140752,O,137446.42,1996-02-02,"4-NOT SPECIFIED","Clerk#000000711",0,"ording to the pinto beans. slyly final asymptot"
3029443,110393,O,200095.22,1996-01-22,3-MEDIUM,"Clerk#000000863",0,"ly furious deposits. furiously express foxes atop the special, final "
3029444,23044,O,60517.30,1995-12-24,"4-NOT SPECIFIED","Clerk#000000291",0,"ges poach furiously. bold requests according to the regular, express de"
3029445,120886,F,174535.67,1992-06-24,1-URGENT,"Clerk#000000587",0,"s sleep even, pending deposits."
3029446,115921,O,39922.33,1996-12-19,2-HIGH,"Clerk#000000306",0,"s. furiously pending ac"
3029447,57403,F,148897.52,1993-01-30,3-MEDIUM,"Clerk#000000811",0," furiously ironic waters boost blithely furiously bold th"
3029472,108943,F,192198.01,1994-12-24,3-MEDIUM,"Clerk#000000977",0," blithely. quickly even theodolites nag slyly accord"
3029473,102817,O,187802.90,1995-10-16,2-HIGH,"Clerk#000000574",0,"ular dolphins. carefully bold foxes sublate slyly special instructio"
3029474,38938,O,47062.56,1998-01-19,"4-NOT SPECIFIED","Clerk#000000806",0,"ole busily about the gifts? furiously bold pinto beans haggle quickly"
3029475,109525,F,165457.40,1995-02-16,5-LOW,"Clerk#000000262",0,"ng deposits. carefully ironic instructions wake blithely"
3029476,121894,O,70237.02,1996-05-09,3-MEDIUM,"Clerk#000000978",0,"ven decoys. fluffily regular foxes serve according to the bo"
3029477,112927,O,207936.85,1997-12-03,2-HIGH,"Clerk#000000727",0,"ular pinto beans. final foxes wake slyly pending,"
3029478,142867,O,122716.97,1997-07-29,1-URGENT,"Clerk#000000772",0," after the idly ironic ideas. carefully ironic courts are enticingly. "
3029479,95599,O,39526.72,1997-02-27,5-LOW,"Clerk#000000726",0,"ly. fluffily even packa"
3029504,77336,F,194647.65,1994-07-20,1-URGENT,"Clerk#000000299",0,"are carefully about the ironic courts."
3029505,20284,O,63902.33,1998-05-01,5-LOW,"Clerk#000000427",0,"inal pinto beans wake unusual, final deposits. slyly regular "
3029506,104014,F,17012.50,1993-07-12,3-MEDIUM,"Clerk#000000720",0,"g, careful packages. never special pains "
3029507,49528,O,85180.45,1996-12-22,1-URGENT,"Clerk#000000068",0," the furiously final "
3029508,37826,F,89823.67,1993-04-26,3-MEDIUM,"Clerk#000000636",0,"the pending asymptotes cajole fi"
3029509,35273,F,322199.97,1995-01-17,5-LOW,"Clerk#000000525",0,"ges sleep after the busy, regular packages. blithely ironic deposits play qui"
3029510,25354,O,143368.32,1996-10-09,3-MEDIUM,"Clerk#000000854",0,"c asymptotes according to the regular foxes poach carefully alongside of th"
3029511,106325,F,114910.42,1992-11-09,5-LOW,"Clerk#000000580",0,"symptotes alongside of the carefully "
3029536,52294,F,6025.70,1993-07-16,"4-NOT SPECIFIED","Clerk#000000857",0,"onic requests. bold"
3029537,29131,O,13688.54,1998-03-13,3-MEDIUM,"Clerk#000000705",0," carefully even instructions boost slyly. quickly final accounts af"
3029538,3844,O,17569.00,1995-08-21,1-URGENT,"Clerk#000000732",0,"t foxes wake carefully even deposits. carefully regu"
3029539,102850,F,68305.87,1995-01-24,1-URGENT,"Clerk#000000724",0,"n frets against the bold "
3029540,123106,F,192215.98,1992-03-16,2-HIGH,"Clerk#000000005",0,"ts nag final tithes. foxes among the unusual requests are blith"
3029541,79256,F,158512.50,1992-09-21,5-LOW,"Clerk#000000180",0,"the careful theodolites. silent, "
3029542,48587,F,130885.97,1992-12-05,3-MEDIUM,"Clerk#000000252",0,"fluffily regular foxes wake carefully according to the final deposits. iro"
3029543,135190,F,197368.84,1993-03-27,3-MEDIUM,"Clerk#000000644",0,"ironic deposits boos"
3029568,85462,O,55779.37,1997-07-27,2-HIGH,"Clerk#000000002",0,", special deposits. carefully special theodolites are furiously. carefully unu"
3029569,85568,F,159912.27,1994-08-31,5-LOW,"Clerk#000000757",0,"ast the carefully final"
3029570,85300,O,17160.14,1997-12-16,5-LOW,"Clerk#000000177",0,"nts. even accounts against the asymptotes"
3029571,66487,O,30495.88,1998-06-08,3-MEDIUM,"Clerk#000000113",0," asymptotes nag blithely slyly even dolphins. "
3029572,64024,P,63271.81,1995-05-26,5-LOW,"Clerk#000000012",0,"express accounts. instruct"
3029573,82939,O,29353.96,1998-07-29,1-URGENT,"Clerk#000000397",0,"kly ironic packages "
3029574,125020,O,301562.33,1996-10-29,1-URGENT,"Clerk#000000792",0,"ans according to the pending ideas poach fluffily express deposits"
3029575,149266,F,44020.89,1994-02-22,2-HIGH,"Clerk#000000164",0,"final dinos. carefully reg"
3029600,104542,P,283311.11,1995-05-06,1-URGENT,"Clerk#000000412",0,"y regular accounts. regular de"
3029601,85843,O,319900.26,1998-05-11,3-MEDIUM,"Clerk#000000971",0,"ct slyly around the furiousl"
3029602,37193,F,18436.71,1992-06-19,3-MEDIUM,"Clerk#000000109",0,"er the regular ideas maintain "
3029603,38608,O,33358.99,1996-01-20,5-LOW,"Clerk#000000919",0,"ly idle platelets belie"
3029604,110066,F,26819.32,1994-04-25,1-URGENT,"Clerk#000000555",0,"n asymptotes use above the furiously ironic request"
3029605,72533,O,120919.40,1996-11-15,3-MEDIUM,"Clerk#000000198",0,"symptotes affix blithely furiously"
3029606,11467,O,22073.10,1998-03-22,"4-NOT SPECIFIED","Clerk#000000343",0,"nly unusual requests. blithely pending instructions"
3029607,122389,F,252410.14,1994-11-21,"4-NOT SPECIFIED","Clerk#000000787",0,"blithely regular deposits"
3029632,18310,F,11421.31,1994-02-18,2-HIGH,"Clerk#000000113",0,"lthy theodolites cajole again"
3029633,71063,O,281333.00,1997-12-04,2-HIGH,"Clerk#000000332",0,"he carefully pending platelets. specia"
3029634,54880,F,118740.66,1993-06-30,2-HIGH,"Clerk#000000989",0," quickly regular accounts? regular pinto beans are. ca"
3029635,9382,O,247486.62,1997-05-29,"4-NOT SPECIFIED","Clerk#000000794",0,"foxes. carefully even packages use according to"
3029636,6377,O,188247.32,1997-07-20,3-MEDIUM,"Clerk#000000896",0," tithes breach about the blithely final accounts. express accounts boo"
3029637,70186,F,80635.77,1992-07-17,2-HIGH,"Clerk#000000585",0,"n excuses. unusual platelets haggle slyly! idle platelets w"
3029638,138533,F,35524.80,1992-02-26,3-MEDIUM,"Clerk#000000216",0,"usual deposits use caref"
3029639,21520,F,190528.09,1994-09-12,2-HIGH,"Clerk#000000317",0,"ing packages wake carefully across the furiously regular"
3029664,29524,O,235331.49,1996-04-12,"4-NOT SPECIFIED","Clerk#000000486",0," stealthy requests cajole quickly. slyly ironic packages "
3029665,140194,F,216792.14,1994-09-17,"4-NOT SPECIFIED","Clerk#000000262",0,"ideas are slyly upon the regular, permanent requests. regu"
3029666,35993,F,237316.69,1993-10-12,"4-NOT SPECIFIED","Clerk#000000312",0,"lar foxes: regular packages wake. fluffily special packages against the slyl"
3029667,131326,F,106393.99,1992-11-19,1-URGENT,"Clerk#000000264",0,"ix slyly slyly bold foxes. ironic requests use"
3029668,83897,F,80755.03,1993-06-23,1-URGENT,"Clerk#000000989",0,"ndencies around the even, silent theodolites sleep blithely "
3029669,55582,F,132948.49,1992-01-26,"4-NOT SPECIFIED","Clerk#000000851",0,"he furiously express accounts. carefully u"
3029670,115286,F,5324.97,1993-12-15,3-MEDIUM,"Clerk#000000204",0," the regular platelets-- blithely bold requests alongside of the ironic p"
3029671,46229,F,101898.53,1993-09-13,1-URGENT,"Clerk#000000553",0,"y bold pinto beans shall have t"
3029696,112058,F,97400.41,1992-07-08,3-MEDIUM,"Clerk#000000804",0,"ound the quickly pending theodolites haggl"
3029697,103439,O,70719.83,1996-11-24,5-LOW,"Clerk#000000311",0,"eposits after the unusual, ironic foxes use carefully f"
3029698,148363,F,26415.36,1994-08-09,5-LOW,"Clerk#000000464",0,"slyly regular requests! slyly ironic frets after the furiously final instructi"
3029699,62153,F,169324.35,1992-11-29,5-LOW,"Clerk#000000472",0,"final, ironic deposits cajole carefully among the special platel"
3029700,1717,F,72089.90,1993-04-23,2-HIGH,"Clerk#000000468",0,"ymptotes. slyly ironic deposi"
3029701,24536,O,104006.62,1996-01-24,5-LOW,"Clerk#000000736",0,"regular theodolites cajole deposits. packages cajole"
3029702,13115,P,288134.23,1995-02-18,2-HIGH,"Clerk#000000717",0,"cies. quickly idle packages cajole furiously agains"
3029703,63977,F,145042.60,1993-02-13,1-URGENT,"Clerk#000000763",0,"the furiously pendin"
3029728,44905,F,101390.57,1992-02-29,5-LOW,"Clerk#000000642",0,"t the furiously bold ideas doze furiously until the deposits. carefully "
3029729,57478,F,205030.62,1993-10-09,1-URGENT,"Clerk#000000830",0,"ly above the closely pending requests. fluffily final accounts boost expr"
3029730,14957,O,180044.36,1998-04-24,2-HIGH,"Clerk#000000116",0,"refully slyly regular accounts. platelets haggle even dep"
3029731,125017,O,218921.50,1998-02-04,"4-NOT SPECIFIED","Clerk#000000389",0,"doggedly. silent accounts are quickly. express deposits "
3029732,95729,O,254093.02,1996-05-03,1-URGENT,"Clerk#000000133",0,"posits. carefully unusual foxes cajole q"
3029733,7150,O,104414.57,1996-01-22,1-URGENT,"Clerk#000000371",0,"requests above the deposits haggle alongside of the carefully unusu"
3029734,142075,O,188395.41,1997-02-14,1-URGENT,"Clerk#000000408",0,"ins sleep. regular ideas poach silently. accounts wake carefully. courts use"
3029735,145100,O,269997.95,1997-06-24,1-URGENT,"Clerk#000000973",0,"y ironic deposits are carefully speci"
3029760,141043,F,68732.47,1992-01-10,"4-NOT SPECIFIED","Clerk#000000368",0,"lar requests. quickly pending deposits wake according to the idly bold"
3029761,47857,O,251630.81,1997-07-18,"4-NOT SPECIFIED","Clerk#000000526",0,"lly-- quickly final plat"
3029762,9133,F,125113.40,1993-06-12,"4-NOT SPECIFIED","Clerk#000000081",0," kindle even, final pinto beans. regular,"
3029763,19486,O,201452.08,1997-07-24,"4-NOT SPECIFIED","Clerk#000000096",0,"unusual ideas engage carefully even, regular asymptote"
3029764,27394,O,175226.86,1996-08-02,5-LOW,"Clerk#000000851",0,"e furiously. furiously final dependencies boost silen"
3029765,58087,F,235696.81,1992-05-23,5-LOW,"Clerk#000000228",0,"express packages haggle furiously even frays. deposits affix slyly about the "
3029766,36752,F,40495.08,1994-04-22,"4-NOT SPECIFIED","Clerk#000000415",0,"to beans wake: fluffily final foxes are carefully. slyly final instructio"
3029767,135245,F,208603.78,1993-09-02,3-MEDIUM,"Clerk#000000816",0,"efully blithely silent"
3029792,107834,O,228423.12,1996-11-18,"4-NOT SPECIFIED","Clerk#000000667",0,"ns haggle. blithely ironic theodolites a"
3029793,62398,O,234410.97,1998-04-02,2-HIGH,"Clerk#000000910",0,"ages breach slyly quickly pending accoun"
3029794,60524,O,20010.43,1997-09-28,"4-NOT SPECIFIED","Clerk#000000505",0,"ven accounts boost deposits. flu"
3029795,71392,O,97119.96,1998-02-27,3-MEDIUM,"Clerk#000000857",0,"ans. furiously pending a"
3029796,7043,O,32438.76,1996-02-29,1-URGENT,"Clerk#000000652",0,"nal packages wake against the furiously ev"
3029797,19312,F,140331.34,1992-10-26,3-MEDIUM,"Clerk#000000608",0,"ests are carefully thinly regular requests. regular accounts ca"
3029798,97094,F,235814.90,1992-02-25,3-MEDIUM,"Clerk#000000785",0," slyly unusual sentiments across the quickly special fox"
3029799,144983,F,146489.93,1994-09-29,1-URGENT,"Clerk#000000794",0,"le furiously careful platelets. finally regular excuses use about the"
3029824,126769,O,207865.08,1997-06-21,2-HIGH,"Clerk#000000248",0," special platelets nag. unusual f"
3029825,146482,F,257607.14,1994-08-03,"4-NOT SPECIFIED","Clerk#000000328",0,"heodolites wake furiously after the bold ideas. regular, regular ideas boost"
3029826,101959,O,249214.25,1995-06-14,5-LOW,"Clerk#000000403",0,"platelets against the final requests nod blithely unusual"
3029827,21400,O,149001.41,1996-09-06,2-HIGH,"Clerk#000000159",0," quickly regular asymptotes integra"
3029828,106999,F,167655.90,1994-09-30,5-LOW,"Clerk#000000740",0,"hely silent accounts. quickly unusual"
3029829,103063,O,340769.64,1998-02-25,"4-NOT SPECIFIED","Clerk#000000093",0,"ly even requests are slyly carefully final foxes. carefully ironi"
3029830,108409,O,176555.65,1997-02-24,3-MEDIUM,"Clerk#000000388",0,"ests doze bravely ac"
3029831,100309,F,10549.73,1994-02-10,"4-NOT SPECIFIED","Clerk#000000079",0,"l accounts. special ideas nag permanently pending instruc"
3029856,26953,O,176551.02,1997-08-31,1-URGENT,"Clerk#000000871",0,"totes haggle fluffily furiously pending theodolites. quickly regular"
3029857,137335,F,60449.81,1994-11-06,5-LOW,"Clerk#000000787",0,"yly along the ironi"
3029858,133864,O,70027.54,1998-07-28,3-MEDIUM,"Clerk#000000311",0,"fluffily regular packages sleep "
3029859,121205,F,142571.02,1994-12-07,3-MEDIUM,"Clerk#000000230",0,"e instructions doze quick"
3029860,78028,O,90895.93,1996-11-22,2-HIGH,"Clerk#000000604",0,"lithely even packages are slyly slyly even pains. slyly even p"
3029861,109153,F,107944.51,1994-08-17,"4-NOT SPECIFIED","Clerk#000000276",0,"arly across the furiously careful accounts. even ideas c"
3029862,15739,O,61867.41,1997-09-15,2-HIGH,"Clerk#000000121",0,"sly after the regular "
3029863,45910,F,188954.66,1992-11-28,2-HIGH,"Clerk#000000106",0,"wake quickly across the theodolites. blithely bold deposits detect blith"
3029888,147629,F,5760.94,1995-03-05,1-URGENT,"Clerk#000000694",0,"ctions. packages wake. special packages are slyly. slyly bo"
3029889,44159,F,80584.33,1992-08-27,1-URGENT,"Clerk#000000790",0,"dolphins haggle about the b"
3029890,116809,O,146223.05,1996-11-19,1-URGENT,"Clerk#000000762",0,"ess deposits detect final,"
3029891,6364,F,19883.59,1994-12-10,5-LOW,"Clerk#000000534",0,"onic foxes. carefully special "
3029892,899,O,164177.02,1996-11-15,2-HIGH,"Clerk#000000603",0," instructions. slyly express pinto beans x"
3029893,107555,O,127144.11,1997-09-02,3-MEDIUM,"Clerk#000000377",0,"ly ironic dependencies hinder. slyly even deposits haggle slyly."
3029894,17119,F,77971.49,1993-04-22,5-LOW,"Clerk#000000095",0,"regular pinto beans boost blit"
3029895,3208,F,169758.47,1994-05-05,2-HIGH,"Clerk#000000289",0,"to beans haggle. furiously sile"
3029920,41524,O,159356.10,1995-11-29,"4-NOT SPECIFIED","Clerk#000000695",0,"y bold excuses are carefully blithely even packages. furiously "
3029921,62344,F,240307.29,1992-04-21,3-MEDIUM,"Clerk#000000787",0,"e silently ironic theodolites. platelets nag blithely bl"
3029922,47633,F,54985.84,1994-10-09,"4-NOT SPECIFIED","Clerk#000000188",0,"carefully. fluffily "
3029923,9169,O,143562.84,1997-07-30,"4-NOT SPECIFIED","Clerk#000000155",0,"mptotes nag slyly even depos"
